"","name","agent_response","agent_rating","photo","trial_gender"
"2056","Brandon","Crusade-feel, but a little too abstract for my taste",23,18,"male"
"2057","Brendan","looks like a war",22,18,"male"
"2058","Brett","Kind of weird in a confusing way",10,18,"male"
"2059","Brian","Very classy, I feel like it's the apocalypse.",25,18,"male"
"2060","Bryan","First saw sailing ship in bad weather but then saw woman in upper left - not sure what I'm seeing.",21,18,"male"
"2061","Bryce","Kinda boring. Not my favorite",-34,18,"male"
"2062","Caleb","Accents make this piece.",21,18,"male"
"2063","Cameron","Don't like the color scheme. Or the theme.",-5,18,"male"
"2064","Carlos","It is too busy, but the colors are pleasant.",15,18,"male"
"2065","Charles","I enjoy the detailed line work in this one",21,18,"male"
"2066","Chase","Kinda neat, looks like cavalry, or a knight.",15,18,"male"
"2067","Christian","reminds me of the little prince, with the color scheme and all",16,18,"male"
"2068","Christopher","this is kind of cool. I like the color scheme and the figure in the upper left is interesting",15,18,"male"
"2069","Cody","Vaguely creepy ........",-20,18,"male"
"2070","Cole","Two people fighting with one watching",17,18,"male"
"2071","Colton","reminds me of greek mythology",22,18,"male"
"2072","Connor","See a weird horse",-22,18,"male"
"2073","Corey","reminds me of dying at sea in the 1700s",-8,18,"male"
"2074","Dakota","afraid and anxious",21,18,"male"
"2075","Dalton","i like the colors in the picture and can make out my own images",42,18,"male"
"2076","Daniel","Nice palette with complexity becoming nice at the center",34,18,"male"
"2077","David","I like how the image gives off an impression of bravery.",25,18,"male"
"2078","Derek","Very wild and abstract. I love it and would definitely hang this up in my home",50,18,"male"
"2079","Devin","Good concept but then scribbled on a bit?",15,18,"male"
"2080","Devon","I really like this one - there seems to be a story behind it",32,18,"male"
"2081","Dustin","Looks messy. Reminds me of a battle or war. I have an unpleasant feeling the more I look.",-20,18,"male"
"2082","Dylan","Ugly, too much is going on",-40,18,"male"
"2083","Edward","Reminds me of the four horsemen of the apocalypse",29,18,"male"
"2084","Elijah","Makes me feel confused",16,18,"male"
"2085","Eric","I like the colors being used, but I don't like the chaos in the middle of it.",20,18,"male"
"2086","Ethan","I like the expression of this piece. The colors are very outdated though.",-5,18,"male"
"2087","Evan","This brings to mind the four horsemen of the apocalypse",8,18,"male"
"2088","Gabriel","its messy, it seems angry",-21,18,"male"
"2089","Garrett","I think its supposed to be a boat and the boat looks kind of interesting to me.",10,18,"male"
"2090","Grant","This is a very energetic painting, and brings to mind scenes of battle.",50,18,"male"
"2091","Gregory","Mash up of colors and don't see a grander picture",-10,18,"male"
"2092","Hunter","creamy color, feels like organized chaos",23,18,"male"
"2093","Ian","This one raises some questions, there could be some sort of fight or battle going on.",11,18,"male"
"2094","Isaac","I like the detail but I wouldn't hang this up on my wall.",14,18,"male"
"2095","Isaiah","I'm mildly disgusted by the colors, and can't piece together the story the figures are trying to tell.",-10,18,"male"
"2096","Jack","hauntingly beautiful. more things revealed the longer you look. love the spirit-like figure in the top left.",47,18,"male"
"2097","Jacob","I think this looks pretty cool, I can see what's kind of going on here.",22,18,"male"
"2098","Jake","It looks grotesque and violent.",-50,18,"male"
"2099","James","Very eerie and it's spooky",11,18,"male"
"2100","Jared","it looks like people",9,18,"male"
"2101","Jason","Umclear what is present in the picture",0,18,"male"
"2102","Jeffrey","Makes me to look at it and investigate what it is about and what is going on",17,18,"male"
"2103","Jeremy","Unhappy. Makes me thing of evil",-10,18,"male"
"2104","Jesse","It reminds me of ghosts on a boat. Makes me nervous.",-27,18,"male"
"2105","Jesus","The shapes are very fun to interpret",30,18,"male"
"2106","John","There are alot of elements to this painting and a good mix of colors",32,18,"male"
"2107","Jonathan","There's danger in this painting and it's awesome",40,18,"male"
"2108","Jordan","Interesting and capitvating to look at",19,18,"male"
"2109","Jorge","Imaginative, makes me feel creative.",42,18,"male"
"2110","Jose","Ok this is really badass. Like a warrior come to the last battle",50,18,"male"
"2111","Joseph","It's like a ship, but a freaky ship.",-11,18,"male"
"2112","Joshua","Looks like ghost figures on a boat. It's okay.",7,18,"male"
"2113","Juan","Again, this is too abtract.",-25,18,"male"
"2114","Justin","This is really interesting to look at. I like the colors and the spectral look.",27,18,"male"
"2115","Kenneth","It's interesting. I'm not sure how I feel about it, but i enjoy the ghostly apparitions.",10,18,"male"
"2116","Kevin","Pirate ship in stormy seas before it sank.",11,18,"male"
"2117","Kyle","I feel indifferent about this one",0,18,"male"
"2118","Logan","Can't tell if I love it or hate it. That response warranted more than neutral so I gave it 20 but not sure",21,18,"male"
"2119","Lucas","White and yellow look awesome and the picture's dynamics are wonderful.",30,18,"male"
"2120","Luis","I love the battle vibe in this",50,18,"male"
"2121","Luke","the harsh lines with the smooth lines makes me think of wild animals",20,18,"male"
"2122","Malik","Gently chaotic and beautiful",40,18,"male"
"2123","Marcus","like the grays and contrast of the yellow. This piece feels a bit angry",10,18,"male"
"2124","Mark","I see an artistic representation of the riding of last of the four horseman. Its stunning.",45,18,"male"
"2125","Mason","Skeletons, death, bleak colors, still kinda like it.",16,18,"male"
"2126","Matthew","Resembles a ship at sea, storm of activity.",28,18,"male"
"2127","Michael","Not my style but I can see some serious skill went int it.",21,18,"male"
"2128","Miguel","This looks amazing.",40,18,"male"
"2129","Mitchell","Karma. being ruthless and all the time knowing the shit is gonna catch up with you.",10,18,"male"
"2130","Nathan","Doesn't really speak to me well but I can appreciate it",10,18,"male"
"2131","Nathaniel","Looks like a jumbled mess. I prefer a clearer picture",-18,18,"male"
"2132","Nicholas","Id love to see this piece closer. So much extra details hidden it it.",50,18,"male"
"2133","Noah","enjoy the juxtaposition of abstract with tangible elements & the use of color",10,18,"male"
"2134","Patrick","Too abstract and swirly",-21,18,"male"
"2135","Paul","It doesn't look like much, the colors are dark and it doesn't really make me feel anything.",-2,18,"male"
"2136","Peter","I'm not partial to the design, unsettling",2,18,"male"
"2137","Richard","interesting piece, I like the horse and people inserted in spots",22,18,"male"
"2138","Robert","It made me think of a car crash",-39,18,"male"
"2139","Ryan","Too political, not my cup of tea",-50,18,"male"
"2140","Samuel","death rides in life",-25,18,"male"
"2141","Scott","reminds me of sailors on a boat",17,18,"male"
"2142","Sean","my response to the picture is a little bit of anxiety but I like the detail",16,18,"male"
"2143","Seth","This painting reminds me of the 4 horsemen of the apocalypse. It feels haunting.",31,18,"male"
"2144","Shane","Feels like a story of ancient war of the gods",26,18,"male"
"2145","Shawn","Evocative but cheesy.",-20,18,"male"
"2146","Spencer","I really like it, like hells drivers",43,18,"male"
"2147","Stephen","Too abstract to me",-30,18,"male"
"2148","Steven","Oh heck yes! I see two warriors riding down from valhalla, awesome painting",50,18,"male"
"2149","Tanner","pegssus going into battle",25,18,"male"
"2150","Taylor","Bad guys are after the good guy.",-10,18,"male"
"2151","Thomas","I could stare at this for long stretches of time and still find new details. I love it.",40,18,"male"
"2152","Timothy","This gives a very ominous feeling",-30,18,"male"
"2153","Travis","I don't know...kind of a dissatified feeling inside.",-6,18,"male"
"2154","Trevor","it looks dreary and not uplifting",-10,18,"male"
"2155","Tristan","So much going on. Frightening and tumultous, brave and inspiring. I'd like to spend the rest of my life interpreting it.",30,18,"male"
"2156","Tyler","Pleasant design and composition, unpleasant theme and focus.",-19,18,"male"
"2157","Victor","nice balance of color. The different sizes and types of strokes give a lot to look at",18,18,"male"
"2158","Vincent","Very conversational and can see many different looks and feels from this .",34,18,"male"
"2159","William","Makes me think of stormy oceans",20,18,"male"
"2160","Zachary","This one seems rather ghoulish to me.",-41,18,"male"
"2161","Aaron","I like the shapes.",22,19,"male"
"2162","Adam","Messy mix of colors.",-5,19,"male"
"2163","Adrian","Pleasant colors with just enough detail to be recognizable. I can see a scene in it that tells a story.",7,19,"male"
"2164","Alejandro","It is an interesting piece but there are too many muted tones",22,19,"male"
"2165","Alex","I like the water but again, the small lines with no detail are irritating",3,19,"male"
"2166","Alexander","Messy pantry full of food.",5,19,"male"
"2167","Alexis","it looks messy and non-unique.",-9,19,"male"
"2168","Andrew","It reminds me of sitting at a cafe on the side of a river.",45,19,"male"
"2169","Angel","This one feels pretty neutral. Like a window into someone's life, one person in a bustling metropolis.",0,19,"male"
"2170","Anthony","Very, very ugly and sloppy",-31,19,"male"
"2171","Antonio","Chaotic. Too much going on in the picture",14,19,"male"
"2172","Austin","Like the painting strokes",39,19,"male"
"2173","Benjamin","Reminds me of a busy village.",16,19,"male"
"2174","Blake","an old cityfrom many years ago. its ok",6,19,"male"
"2175","Bradley","This looks like a child's piece. I appreciate the artistic value, but not for me.",-20,19,"male"
"2176","Brandon","Not a fan of the blobbiness",-22,19,"male"
"2177","Brendan","beautiful old town",37,19,"male"
"2178","Brett","Reminds me of a quaint little town I once visited in Italy",50,19,"male"
"2179","Brian","I like this style but don't really like the specific setting of the landscape",-7,19,"male"
"2180","Bryan","Looks like a child's rendering of a city street but not too sure.",0,19,"male"
"2181","Bryce","Very pretty and colorful.",23,19,"male"
"2182","Caleb","Watercolor abstract? Strange.",1,19,"male"
"2183","Cameron","Snowy winter scene",25,19,"male"
"2184","Carlos","I like the watercolor and colors, do not like the deconstructed city scene feel.",0,19,"male"
"2185","Charles","The blue makes it look like it has depth",11,19,"male"
"2186","Chase","This is just a mess.",-30,19,"male"
"2187","Christian","interesting take on depth (reminds me of those 1000 piece puzzles)",2,19,"male"
"2188","Christopher","too much of a mix of lines and shading",-22,19,"male"
"2189","Cody","Interesting, leaves you wondering what it is",40,19,"male"
"2190","Cole","Its simple and the colors i like. It reminds me of chagall",34,19,"male"
"2191","Colton","way too much going on",-33,19,"male"
"2192","Connor","Childish music hall",-20,19,"male"
"2193","Corey","i think it is ugly and hate the colors",-35,19,"male"
"2194","Dakota","confusion, scattered and diffuse",-4,19,"male"
"2195","Dalton","love the images I can pick out of this art",1,19,"male"
"2196","Daniel","Simple, scratchy lack of negative space.",-10,19,"male"
"2197","David","The image doesn't really invoke any emotions strongly.",0,19,"male"
"2198","Derek","It has a chaotic energy about it that draws me in",40,19,"male"
"2199","Devin","Looks a bit too loose",-2,19,"male"
"2200","Devon","this looks like a busy city lifestyle",24,19,"male"
"2201","Dustin","Too busy, makes me anxious and frustrated. Lots of movement in the brush strokes.",-9,19,"male"
"2202","Dylan","This photo has too much going on.",-19,19,"male"
"2203","Edward","It's ok but it's nothing I would hang on my wall",11,19,"male"
"2204","Elijah","The details are amazing",36,19,"male"
"2205","Eric","I like the color and the mix of sketches along with paint.",30,19,"male"
"2206","Ethan","I interpret an outdoor scene. It's good because it makes me want to look longer.",22,19,"male"
"2207","Evan","It makes me feel like it is of a street of bakeries",15,19,"male"
